0	46.7730473053205
1	44.5622037875765
2	42.4536737988128
3	40.6395569311259
4	38.7125593934859
5	36.874739546094
6	35.1219704192563
7	33.6139396797829
8	32.012074015331
9	30.4843395717308
10	29.027305700566
11	27.637700517142402
12	26.442125298336997
13	25.1721572253104
14	23.9609607994858
15	22.805816183578997
16	21.8119639056879
17	20.7562706775466
18	19.749432874416197
19	18.789189562448097
20	17.9630246045828
21	17.0854527855627
22	16.248493279904903
23	15.450266628902101
24	14.7634960164193
25	14.0339921444525
26	13.338248289848599
27	12.6747021048037
28	12.0418635439251
29	11.497387954803498
30	10.919033198155402
31	10.367443572408702
32	9.996590466186328
33	9.84138043947183
34	9.38877127194055
35	9.00233985416247
36	8.907999185598529
37	8.44947629436874
38	8.01217294886593
39	7.595107149871599
40	7.23627606616736
41	7.0054170455445295
42	6.855117262650801
43	6.491597745667499
44	6.14490120341637
45	6.0107573988449
46	5.846613747881871
47	5.5297658079491
48	5.227580973127339
49	4.99593346816462
50	4.9393806634910105
51	4.66451770247093
52	4.42803373660555
53	4.17683491472647
54	4.007945111465269
55	3.93726108472758
56	3.70877426464224
57	3.49086136926065
58	3.28303305795652
59	3.0848226358340103
60	3.00813107163038
61	2.89578500572743
62	2.73314261731872
63	2.57729027160189
64	2.44422570455415
65	2.31611074395689
66	2.2079254723837
67	2.10326965259577
68	2.00202813925285
69	1.90408954353277
70	1.82268925262035
71	1.74357057433086
72	1.66666955611447
73	1.60423452207311
74	1.53123902915761
75	1.4719748452658
76	1.4140982203725199
77	1.357576667403
78	1.30237845990597
79	1.2484726142451399
80	1.206258080781
81	1.1546027123602198
82	1.11415056376538
83	1.07445789454767
84	1.03551044566414
85	0.9972942257819399
86	0.987852810815766
87	0.950531351585033
88	0.923000816177909
89	0.886896937575248
90	0.8514709006246489
91	0.816709979011851
92	0.791068248946339
93	0.7574413726158531
94	0.732636182022312
95	0.700106353718523
96	0.676110411213478
97	0.644641840684537
98	0.621428745242514
99	0.598543288187567
100	0.5759808451078869
101	0.546392183141022
102	0.524565820433923
103	0.503047523244883
104	0.48183294342095095
105	0.460917794180647
106	0.44029784924774296
107	0.41996894199726703
108	0.39992696461356303
109	0.380167867260239
110	0.360687657261817
111	0.34785384185817797
112	0.32882972420595397
113	0.310074120127834
114	0.29158323972192396
115	0.27335334657844
116	0.261343256161012
117	0.24354018155467003
118	0.22598838626019802
119	0.21442503551449502
120	0.19728418237600998
121	0.18038526170574898
122	0.16925203324361102
123	0.15274876890238098
124	0.141876203969562
125	0.125759332411261
126	0.10986994045882499
127	0.0994018026302219
128	0.0838844307974793
129	0.0736613846564387
130	0.058507322794513
131	0.048523629981805906
132	0.0337243718735154
133	0.0239744283827625
134	0.00952166696794476
135	2.2204460492503099e-16
